"","cluster_id","sample_id","group_id"
"cell545","CD14+ Monocytes","ctrl101.A","A"
"cell546","CD14+ Monocytes","ctrl101.A","A"
"cell547","CD14+ Monocytes","ctrl101.A","A"
"cell548","CD4 T cells","ctrl101.A","A"
"cell549","CD14+ Monocytes","ctrl107.A","A"
"cell550","CD14+ Monocytes","ctrl101.A","A"
"cell551","CD14+ Monocytes","ctrl101.A","A"
"cell552","CD14+ Monocytes","ctrl107.A","A"
"cell553","CD14+ Monocytes","ctrl101.A","A"
"cell554","CD14+ Monocytes","ctrl101.A","A"
"cell555","CD4 T cells","ctrl101.A","A"
"cell556","CD4 T cells","ctrl107.A","A"
"cell557","CD14+ Monocytes","ctrl101.A","A"
"cell558","CD14+ Monocytes","ctrl107.A","A"
"cell559","CD14+ Monocytes","ctrl101.A","A"
"cell560","CD4 T cells","ctrl101.B","B"
"cell561","CD14+ Monocytes","ctrl101.A","A"
"cell562","CD14+ Monocytes","ctrl101.A","A"
"cell563","CD4 T cells","ctrl101.A","A"
"cell564","CD4 T cells","ctrl101.A","A"
"cell565","CD14+ Monocytes","ctrl101.A","A"
"cell566","CD4 T cells","ctrl101.A","A"
"cell567","CD14+ Monocytes","ctrl101.A","A"
"cell568","CD14+ Monocytes","ctrl101.A","A"
"cell569","CD14+ Monocytes","ctrl101.A","A"
"cell570","CD4 T cells","ctrl101.A","A"
"cell571","CD4 T cells","ctrl101.A","A"
"cell572","CD4 T cells","ctrl101.A","A"
"cell573","CD14+ Monocytes","ctrl101.A","A"
"cell574","CD14+ Monocytes","ctrl101.A","A"
"cell575","CD4 T cells","ctrl101.A","A"
"cell576","CD4 T cells","ctrl101.A","A"
"cell577","CD4 T cells","ctrl101.A","A"
"cell578","CD14+ Monocytes","ctrl107.A","A"
"cell579","CD14+ Monocytes","ctrl101.A","A"
"cell580","CD4 T cells","ctrl101.A","A"
"cell581","CD14+ Monocytes","ctrl101.A","A"
"cell582","CD4 T cells","ctrl101.A","A"
"cell583","CD4 T cells","ctrl101.A","A"
"cell584","CD14+ Monocytes","ctrl101.A","A"
"cell585","CD4 T cells","ctrl101.B","B"
"cell586","CD4 T cells","ctrl101.A","A"
"cell587","CD14+ Monocytes","ctrl101.A","A"
"cell588","CD4 T cells","ctrl101.A","A"
"cell589","CD4 T cells","ctrl101.A","A"
"cell590","CD14+ Monocytes","ctrl101.A","A"
"cell591","CD14+ Monocytes","ctrl101.A","A"
"cell592","CD4 T cells","ctrl101.A","A"
"cell593","CD14+ Monocytes","ctrl107.A","A"
"cell594","CD4 T cells","ctrl101.A","A"
"cell595","CD4 T cells","ctrl107.A","A"
"cell596","CD4 T cells","ctrl101.A","A"
"cell597","CD4 T cells","ctrl101.A","A"
"cell598","CD4 T cells","ctrl101.A","A"
"cell599","CD4 T cells","ctrl107.A","A"
"cell600","CD4 T cells","ctrl101.B","B"
"cell601","CD14+ Monocytes","ctrl101.A","A"
"cell602","CD4 T cells","ctrl101.A","A"
"cell603","CD14+ Monocytes","ctrl101.B","B"
"cell604","CD14+ Monocytes","ctrl107.A","A"
"cell605","CD4 T cells","ctrl101.A","A"
"cell606","CD14+ Monocytes","ctrl101.A","A"
"cell607","CD4 T cells","ctrl101.A","A"
"cell608","CD14+ Monocytes","ctrl101.A","A"
"cell609","CD14+ Monocytes","ctrl101.A","A"
"cell610","CD14+ Monocytes","ctrl101.B","B"
"cell611","CD4 T cells","ctrl101.B","B"
"cell612","CD4 T cells","ctrl101.A","A"
"cell613","CD14+ Monocytes","ctrl101.B","B"
"cell614","CD4 T cells","ctrl101.A","A"
"cell615","CD14+ Monocytes","ctrl101.A","A"
"cell616","CD4 T cells","ctrl101.A","A"
"cell617","CD14+ Monocytes","ctrl101.B","B"
"cell618","CD4 T cells","ctrl101.B","B"
"cell619","CD14+ Monocytes","ctrl101.A","A"
"cell620","CD14+ Monocytes","ctrl101.A","A"
"cell621","CD4 T cells","ctrl101.A","A"
"cell622","CD4 T cells","ctrl107.B","B"
"cell623","CD4 T cells","ctrl101.A","A"
"cell624","CD14+ Monocytes","ctrl101.A","A"
"cell625","CD4 T cells","ctrl101.A","A"
"cell626","CD14+ Monocytes","ctrl101.A","A"
"cell627","CD4 T cells","ctrl101.A","A"
"cell628","CD14+ Monocytes","ctrl101.A","A"
"cell629","CD4 T cells","ctrl101.A","A"
"cell630","CD4 T cells","ctrl101.A","A"
"cell631","CD14+ Monocytes","ctrl101.A","A"
"cell632","CD14+ Monocytes","ctrl101.A","A"
"cell633","CD4 T cells","ctrl101.A","A"
"cell634","CD4 T cells","ctrl101.A","A"
"cell635","CD4 T cells","ctrl101.A","A"
"cell636","CD14+ Monocytes","ctrl101.B","B"
"cell637","CD4 T cells","ctrl101.A","A"
"cell638","CD4 T cells","ctrl101.A","A"
"cell639","CD4 T cells","ctrl107.A","A"
"cell640","CD4 T cells","ctrl101.A","A"
"cell641","CD14+ Monocytes","ctrl107.A","A"
"cell642","CD4 T cells","ctrl101.A","A"
"cell643","CD4 T cells","ctrl101.A","A"
"cell644","CD14+ Monocytes","ctrl101.A","A"
"cell645","CD14+ Monocytes","ctrl101.A","A"
"cell646","CD14+ Monocytes","ctrl101.A","A"
"cell647","CD4 T cells","ctrl101.B","B"
"cell648","CD14+ Monocytes","ctrl101.A","A"
"cell649","CD14+ Monocytes","ctrl101.A","A"
"cell650","CD14+ Monocytes","ctrl101.A","A"
"cell651","CD4 T cells","ctrl101.A","A"
"cell652","CD4 T cells","ctrl101.A","A"
"cell653","CD4 T cells","ctrl101.A","A"
"cell654","CD4 T cells","ctrl101.A","A"
"cell655","CD14+ Monocytes","ctrl101.A","A"
"cell656","CD14+ Monocytes","ctrl101.A","A"
"cell657","CD14+ Monocytes","ctrl101.A","A"
"cell658","CD14+ Monocytes","ctrl101.A","A"
"cell659","CD4 T cells","ctrl101.A","A"
"cell660","CD14+ Monocytes","ctrl101.A","A"
"cell661","CD14+ Monocytes","ctrl101.A","A"
"cell662","CD4 T cells","ctrl101.A","A"
"cell663","CD4 T cells","ctrl101.A","A"
"cell664","CD4 T cells","ctrl101.B","B"
"cell665","CD14+ Monocytes","ctrl101.A","A"
"cell666","CD4 T cells","ctrl101.A","A"
"cell667","CD4 T cells","ctrl101.A","A"
"cell668","CD14+ Monocytes","ctrl101.A","A"
"cell669","CD4 T cells","ctrl101.A","A"
"cell670","CD4 T cells","ctrl107.A","A"
"cell671","CD14+ Monocytes","ctrl101.A","A"
"cell672","CD14+ Monocytes","ctrl101.A","A"
"cell673","CD4 T cells","ctrl107.A","A"
"cell674","CD4 T cells","ctrl101.A","A"
"cell675","CD14+ Monocytes","ctrl101.A","A"
"cell676","CD14+ Monocytes","ctrl101.A","A"
"cell677","CD14+ Monocytes","ctrl101.B","B"
"cell678","CD4 T cells","ctrl101.A","A"
"cell679","CD4 T cells","ctrl101.A","A"
"cell680","CD14+ Monocytes","ctrl101.A","A"
"cell681","CD14+ Monocytes","ctrl101.B","B"
"cell682","CD4 T cells","ctrl101.A","A"
"cell683","CD4 T cells","ctrl101.A","A"
"cell684","CD4 T cells","ctrl101.A","A"
"cell685","CD14+ Monocytes","ctrl101.A","A"
"cell686","CD4 T cells","ctrl101.A","A"
"cell687","CD14+ Monocytes","ctrl101.A","A"
"cell688","CD4 T cells","ctrl101.B","B"
"cell689","CD4 T cells","ctrl101.A","A"
"cell690","CD4 T cells","ctrl101.B","B"
"cell691","CD14+ Monocytes","ctrl101.A","A"
"cell692","CD4 T cells","ctrl101.A","A"
"cell693","CD4 T cells","ctrl101.B","B"
"cell694","CD4 T cells","ctrl101.A","A"
"cell695","CD14+ Monocytes","ctrl101.A","A"
"cell696","CD4 T cells","ctrl101.A","A"
"cell697","CD4 T cells","ctrl101.A","A"
"cell698","CD4 T cells","ctrl101.A","A"
"cell699","CD4 T cells","ctrl107.A","A"
"cell700","CD4 T cells","ctrl101.A","A"
"cell701","CD14+ Monocytes","ctrl101.A","A"
"cell702","CD4 T cells","ctrl107.A","A"
"cell703","CD4 T cells","ctrl101.A","A"
"cell704","CD4 T cells","ctrl101.A","A"
"cell705","CD14+ Monocytes","ctrl101.A","A"
"cell706","CD4 T cells","ctrl101.B","B"
"cell707","CD14+ Monocytes","ctrl101.A","A"
"cell708","CD14+ Monocytes","ctrl101.A","A"
"cell709","CD4 T cells","ctrl101.A","A"
"cell710","CD14+ Monocytes","ctrl101.A","A"
"cell711","CD4 T cells","ctrl101.A","A"
"cell712","CD4 T cells","ctrl101.A","A"
"cell713","CD14+ Monocytes","ctrl101.A","A"
"cell714","CD14+ Monocytes","ctrl101.A","A"
"cell715","CD4 T cells","ctrl107.A","A"
"cell716","CD4 T cells","ctrl101.A","A"
"cell717","CD14+ Monocytes","ctrl101.A","A"
"cell718","CD4 T cells","ctrl101.A","A"
"cell719","CD14+ Monocytes","ctrl101.A","A"
"cell720","CD14+ Monocytes","ctrl101.A","A"
"cell721","CD14+ Monocytes","ctrl101.A","A"
"cell722","CD4 T cells","ctrl101.A","A"
"cell723","CD4 T cells","ctrl101.B","B"
"cell724","CD14+ Monocytes","ctrl101.A","A"
"cell725","CD4 T cells","ctrl101.A","A"
"cell726","CD4 T cells","ctrl101.A","A"
"cell727","CD4 T cells","ctrl101.B","B"
"cell728","CD14+ Monocytes","ctrl101.A","A"
"cell729","CD4 T cells","ctrl101.A","A"
"cell730","CD14+ Monocytes","ctrl101.A","A"
"cell731","CD14+ Monocytes","ctrl101.A","A"
"cell732","CD14+ Monocytes","ctrl101.A","A"
"cell733","CD14+ Monocytes","ctrl101.A","A"
"cell734","CD14+ Monocytes","ctrl101.A","A"
"cell735","CD14+ Monocytes","ctrl101.A","A"
"cell736","CD14+ Monocytes","ctrl101.A","A"
"cell737","CD14+ Monocytes","ctrl101.A","A"
"cell738","CD4 T cells","ctrl101.B","B"
"cell739","CD14+ Monocytes","ctrl107.B","B"
"cell740","CD4 T cells","ctrl101.A","A"
"cell741","CD14+ Monocytes","ctrl101.A","A"
"cell742","CD4 T cells","ctrl101.A","A"
"cell743","CD4 T cells","ctrl101.A","A"
"cell744","CD4 T cells","ctrl101.A","A"
"cell745","CD4 T cells","ctrl107.B","B"
"cell746","CD14+ Monocytes","ctrl101.A","A"
"cell747","CD4 T cells","ctrl101.A","A"
"cell748","CD14+ Monocytes","ctrl101.A","A"
"cell749","CD4 T cells","ctrl101.A","A"
"cell750","CD4 T cells","ctrl101.A","A"
"cell751","CD4 T cells","ctrl101.A","A"
"cell752","CD4 T cells","ctrl101.A","A"
"cell753","CD4 T cells","ctrl101.B","B"
"cell754","CD14+ Monocytes","ctrl101.A","A"
"cell755","CD4 T cells","ctrl107.A","A"
"cell756","CD4 T cells","ctrl101.A","A"
"cell757","CD4 T cells","ctrl107.A","A"
"cell758","CD14+ Monocytes","ctrl101.A","A"
"cell759","CD4 T cells","ctrl101.A","A"
"cell760","CD14+ Monocytes","ctrl107.A","A"
"cell761","CD4 T cells","ctrl101.A","A"
"cell762","CD4 T cells","ctrl101.A","A"
"cell763","CD14+ Monocytes","ctrl101.B","B"
"cell764","CD14+ Monocytes","ctrl101.B","B"
"cell765","CD4 T cells","ctrl107.A","A"
"cell766","CD4 T cells","ctrl101.B","B"
"cell767","CD14+ Monocytes","ctrl101.A","A"
"cell768","CD14+ Monocytes","ctrl107.B","B"
"cell769","CD4 T cells","ctrl101.A","A"
"cell770","CD4 T cells","ctrl101.A","A"
"cell771","CD14+ Monocytes","ctrl101.A","A"
"cell772","CD14+ Monocytes","ctrl101.A","A"
"cell773","CD14+ Monocytes","ctrl101.A","A"
"cell774","CD14+ Monocytes","ctrl101.A","A"
"cell775","CD14+ Monocytes","ctrl101.A","A"
"cell776","CD4 T cells","ctrl101.A","A"
"cell777","CD14+ Monocytes","ctrl101.A","A"
"cell778","CD14+ Monocytes","ctrl101.A","A"
"cell779","CD4 T cells","ctrl101.B","B"
"cell780","CD14+ Monocytes","ctrl101.B","B"
"cell781","CD14+ Monocytes","ctrl101.A","A"
"cell782","CD4 T cells","ctrl107.B","B"
"cell783","CD14+ Monocytes","ctrl101.A","A"
"cell784","CD4 T cells","ctrl101.A","A"
"cell785","CD14+ Monocytes","ctrl101.B","B"
"cell786","CD14+ Monocytes","ctrl101.A","A"
"cell787","CD4 T cells","ctrl101.A","A"
"cell788","CD14+ Monocytes","ctrl101.A","A"
"cell789","CD4 T cells","ctrl107.A","A"
"cell790","CD4 T cells","ctrl101.A","A"
"cell791","CD4 T cells","ctrl101.A","A"
"cell792","CD14+ Monocytes","ctrl101.A","A"
"cell793","CD4 T cells","ctrl107.B","B"
"cell794","CD14+ Monocytes","ctrl101.A","A"
"cell795","CD14+ Monocytes","ctrl101.A","A"
"cell796","CD4 T cells","ctrl101.A","A"
"cell797","CD4 T cells","ctrl101.B","B"
"cell798","CD14+ Monocytes","ctrl107.A","A"
"cell799","CD4 T cells","ctrl101.A","A"
"cell800","CD14+ Monocytes","ctrl101.A","A"
"cell801","CD4 T cells","ctrl101.A","A"
"cell802","CD4 T cells","ctrl101.A","A"
"cell803","CD4 T cells","ctrl101.A","A"
"cell804","CD4 T cells","ctrl101.A","A"
"cell805","CD14+ Monocytes","ctrl101.A","A"
"cell806","CD4 T cells","ctrl101.A","A"
"cell807","CD4 T cells","ctrl101.B","B"
"cell808","CD14+ Monocytes","ctrl101.A","A"
"cell809","CD14+ Monocytes","ctrl101.A","A"
"cell810","CD4 T cells","ctrl101.A","A"
"cell811","CD4 T cells","ctrl101.A","A"
"cell812","CD4 T cells","ctrl107.A","A"
"cell813","CD4 T cells","ctrl101.B","B"
"cell814","CD14+ Monocytes","ctrl101.B","B"
"cell815","CD4 T cells","ctrl101.A","A"
"cell816","CD4 T cells","ctrl101.A","A"
"cell817","CD4 T cells","ctrl101.A","A"
"cell818","CD4 T cells","ctrl101.A","A"
"cell819","CD4 T cells","ctrl101.A","A"
"cell820","CD14+ Monocytes","ctrl101.A","A"
"cell821","CD4 T cells","ctrl101.A","A"
"cell822","CD14+ Monocytes","ctrl107.A","A"
"cell823","CD4 T cells","ctrl101.A","A"
"cell824","CD14+ Monocytes","ctrl101.A","A"
"cell825","CD14+ Monocytes","ctrl107.A","A"
"cell826","CD14+ Monocytes","ctrl101.A","A"
"cell827","CD4 T cells","ctrl101.A","A"
"cell828","CD14+ Monocytes","ctrl101.B","B"
"cell829","CD14+ Monocytes","ctrl101.A","A"
"cell830","CD4 T cells","ctrl101.A","A"
"cell831","CD14+ Monocytes","ctrl101.A","A"
"cell832","CD4 T cells","ctrl101.A","A"
"cell833","CD4 T cells","ctrl101.B","B"
"cell834","CD4 T cells","ctrl101.A","A"
"cell835","CD14+ Monocytes","ctrl107.A","A"
"cell836","CD14+ Monocytes","ctrl101.A","A"
"cell837","CD4 T cells","ctrl101.B","B"
"cell838","CD4 T cells","ctrl101.A","A"
"cell839","CD4 T cells","ctrl101.A","A"
"cell840","CD14+ Monocytes","ctrl101.A","A"
"cell841","CD4 T cells","ctrl101.A","A"
"cell842","CD4 T cells","ctrl101.B","B"
"cell843","CD4 T cells","ctrl101.A","A"
"cell844","CD14+ Monocytes","ctrl101.A","A"
"cell845","CD4 T cells","ctrl101.B","B"
"cell846","CD4 T cells","ctrl107.A","A"
"cell847","CD4 T cells","ctrl101.A","A"
"cell848","CD4 T cells","ctrl101.A","A"
"cell849","CD4 T cells","ctrl101.A","A"
"cell850","CD4 T cells","ctrl101.A","A"
"cell851","CD14+ Monocytes","ctrl101.A","A"
"cell852","CD14+ Monocytes","ctrl107.A","A"
"cell853","CD4 T cells","ctrl101.A","A"
"cell854","CD14+ Monocytes","ctrl101.A","A"
"cell855","CD4 T cells","ctrl101.A","A"
"cell856","CD4 T cells","ctrl101.A","A"
"cell857","CD4 T cells","ctrl101.A","A"
"cell858","CD4 T cells","ctrl101.A","A"
"cell859","CD4 T cells","ctrl101.A","A"
"cell860","CD4 T cells","ctrl101.A","A"
"cell861","CD14+ Monocytes","ctrl101.A","A"
"cell862","CD14+ Monocytes","ctrl101.B","B"
"cell863","CD4 T cells","ctrl101.B","B"
"cell864","CD14+ Monocytes","ctrl101.A","A"
"cell865","CD4 T cells","ctrl107.A","A"
"cell866","CD14+ Monocytes","ctrl101.A","A"
"cell867","CD14+ Monocytes","ctrl101.A","A"
"cell868","CD14+ Monocytes","ctrl101.A","A"
"cell869","CD14+ Monocytes","ctrl101.A","A"
"cell870","CD14+ Monocytes","ctrl107.A","A"
"cell871","CD14+ Monocytes","ctrl107.A","A"
"cell872","CD14+ Monocytes","ctrl101.A","A"
"cell873","CD14+ Monocytes","ctrl101.A","A"
"cell874","CD4 T cells","ctrl101.A","A"
"cell875","CD14+ Monocytes","ctrl101.A","A"
"cell876","CD14+ Monocytes","ctrl101.B","B"
"cell877","CD14+ Monocytes","ctrl101.B","B"
"cell878","CD14+ Monocytes","ctrl101.A","A"
"cell879","CD14+ Monocytes","ctrl101.B","B"
"cell880","CD14+ Monocytes","ctrl101.B","B"
"cell881","CD4 T cells","ctrl101.A","A"
"cell882","CD14+ Monocytes","ctrl101.A","A"
"cell883","CD4 T cells","ctrl101.A","A"
"cell884","CD4 T cells","ctrl101.B","B"
"cell885","CD4 T cells","ctrl101.B","B"
"cell886","CD14+ Monocytes","ctrl101.A","A"
"cell887","CD4 T cells","ctrl107.A","A"
"cell888","CD14+ Monocytes","ctrl101.A","A"
"cell889","CD14+ Monocytes","ctrl101.A","A"
"cell890","CD14+ Monocytes","ctrl101.A","A"
"cell891","CD4 T cells","ctrl101.B","B"
"cell892","CD4 T cells","ctrl101.A","A"
"cell893","CD14+ Monocytes","ctrl101.A","A"
"cell894","CD4 T cells","ctrl101.A","A"
"cell895","CD4 T cells","ctrl107.A","A"
"cell896","CD4 T cells","ctrl101.A","A"
"cell897","CD14+ Monocytes","ctrl101.A","A"
"cell898","CD14+ Monocytes","ctrl101.B","B"
"cell899","CD14+ Monocytes","ctrl107.A","A"
"cell900","CD14+ Monocytes","ctrl101.B","B"
"cell901","CD14+ Monocytes","ctrl101.A","A"
"cell902","CD14+ Monocytes","ctrl101.A","A"
"cell903","CD4 T cells","ctrl101.A","A"
"cell904","CD4 T cells","ctrl101.A","A"
"cell905","CD14+ Monocytes","ctrl101.A","A"
"cell906","CD4 T cells","ctrl101.A","A"
"cell907","CD4 T cells","ctrl101.A","A"
"cell908","CD4 T cells","ctrl101.A","A"
"cell909","CD14+ Monocytes","ctrl101.A","A"
"cell910","CD14+ Monocytes","ctrl101.A","A"
"cell911","CD4 T cells","ctrl101.A","A"
"cell912","CD4 T cells","ctrl101.A","A"
"cell913","CD4 T cells","ctrl101.A","A"
"cell914","CD14+ Monocytes","ctrl107.A","A"
"cell915","CD14+ Monocytes","ctrl101.A","A"
"cell916","CD4 T cells","ctrl101.B","B"
"cell917","CD4 T cells","ctrl107.A","A"
"cell918","CD14+ Monocytes","ctrl101.A","A"
"cell919","CD14+ Monocytes","ctrl101.A","A"
"cell920","CD4 T cells","ctrl101.A","A"
"cell921","CD4 T cells","ctrl101.A","A"
"cell922","CD4 T cells","ctrl101.A","A"
"cell923","CD14+ Monocytes","ctrl107.A","A"
"cell924","CD14+ Monocytes","ctrl101.A","A"
"cell925","CD14+ Monocytes","ctrl101.A","A"
"cell926","CD14+ Monocytes","ctrl101.A","A"
"cell927","CD4 T cells","ctrl101.A","A"
"cell928","CD14+ Monocytes","ctrl101.A","A"
"cell929","CD14+ Monocytes","ctrl101.A","A"
"cell930","CD4 T cells","ctrl101.A","A"
"cell931","CD14+ Monocytes","ctrl101.A","A"
"cell932","CD14+ Monocytes","ctrl101.A","A"
"cell933","CD14+ Monocytes","ctrl107.A","A"
"cell934","CD14+ Monocytes","ctrl101.A","A"
"cell935","CD14+ Monocytes","ctrl101.B","B"
"cell936","CD4 T cells","ctrl101.A","A"
"cell937","CD14+ Monocytes","ctrl101.A","A"
"cell938","CD4 T cells","ctrl101.A","A"
"cell939","CD4 T cells","ctrl101.A","A"
"cell940","CD14+ Monocytes","ctrl101.A","A"
"cell941","CD14+ Monocytes","ctrl101.A","A"
"cell942","CD14+ Monocytes","ctrl101.A","A"
"cell943","CD4 T cells","ctrl101.B","B"
"cell944","CD14+ Monocytes","ctrl101.A","A"
"cell945","CD4 T cells","ctrl101.A","A"
"cell946","CD4 T cells","ctrl101.A","A"
"cell947","CD14+ Monocytes","ctrl107.A","A"
"cell948","CD4 T cells","ctrl101.A","A"
"cell949","CD4 T cells","ctrl101.A","A"
"cell950","CD4 T cells","ctrl101.A","A"
"cell951","CD4 T cells","ctrl101.A","A"
"cell952","CD14+ Monocytes","ctrl101.A","A"
"cell953","CD14+ Monocytes","ctrl101.A","A"
"cell954","CD14+ Monocytes","ctrl101.A","A"
"cell955","CD14+ Monocytes","ctrl101.A","A"
"cell956","CD4 T cells","ctrl101.A","A"
"cell957","CD14+ Monocytes","ctrl101.A","A"
"cell958","CD4 T cells","ctrl101.A","A"
"cell959","CD4 T cells","ctrl101.A","A"
"cell960","CD14+ Monocytes","ctrl101.A","A"
"cell961","CD4 T cells","ctrl101.A","A"
"cell962","CD4 T cells","ctrl101.A","A"
"cell963","CD4 T cells","ctrl101.A","A"
"cell964","CD14+ Monocytes","ctrl101.A","A"
"cell965","CD4 T cells","ctrl107.A","A"
"cell966","CD14+ Monocytes","ctrl101.A","A"
"cell967","CD4 T cells","ctrl101.A","A"
"cell968","CD14+ Monocytes","ctrl101.A","A"
"cell969","CD14+ Monocytes","ctrl101.A","A"
"cell970","CD4 T cells","ctrl101.A","A"
"cell971","CD4 T cells","ctrl101.B","B"
"cell972","CD4 T cells","ctrl107.A","A"
"cell973","CD14+ Monocytes","ctrl101.B","B"
"cell974","CD4 T cells","ctrl101.A","A"
"cell975","CD14+ Monocytes","ctrl101.A","A"
"cell976","CD14+ Monocytes","ctrl101.A","A"
"cell977","CD14+ Monocytes","ctrl101.A","A"
"cell978","CD14+ Monocytes","ctrl101.A","A"
"cell979","CD14+ Monocytes","ctrl101.A","A"
"cell980","CD4 T cells","ctrl101.A","A"
"cell981","CD14+ Monocytes","ctrl101.B","B"
"cell982","CD4 T cells","ctrl101.A","A"
"cell983","CD4 T cells","ctrl101.B","B"
"cell984","CD4 T cells","ctrl101.A","A"
"cell985","CD14+ Monocytes","ctrl101.A","A"
"cell986","CD14+ Monocytes","ctrl101.A","A"
"cell987","CD4 T cells","ctrl101.A","A"
"cell988","CD14+ Monocytes","ctrl101.A","A"
"cell989","CD4 T cells","ctrl107.A","A"
"cell990","CD4 T cells","ctrl101.A","A"
"cell991","CD14+ Monocytes","ctrl101.A","A"
"cell992","CD14+ Monocytes","ctrl101.A","A"
"cell993","CD4 T cells","ctrl101.A","A"
"cell994","CD4 T cells","ctrl107.A","A"
"cell995","CD4 T cells","ctrl101.A","A"
"cell996","CD4 T cells","ctrl101.A","A"
"cell997","CD4 T cells","ctrl101.A","A"
"cell998","CD4 T cells","ctrl101.A","A"
"cell999","CD4 T cells","ctrl101.A","A"
"cell1000","CD4 T cells","ctrl101.A","A"
"cell1001","CD14+ Monocytes","ctrl101.A","A"
"cell1002","CD14+ Monocytes","ctrl101.A","A"
"cell1003","CD14+ Monocytes","ctrl101.A","A"
"cell1004","CD14+ Monocytes","ctrl101.A","A"
"cell1005","CD4 T cells","ctrl101.A","A"
"cell1006","CD14+ Monocytes","ctrl101.A","A"
"cell1007","CD14+ Monocytes","ctrl101.A","A"
"cell1008","CD14+ Monocytes","ctrl101.A","A"
"cell1009","CD14+ Monocytes","ctrl101.B","B"
"cell1010","CD4 T cells","ctrl101.A","A"
"cell1011","CD14+ Monocytes","ctrl101.A","A"
"cell1012","CD14+ Monocytes","ctrl101.B","B"
"cell1013","CD4 T cells","ctrl101.A","A"
"cell1014","CD4 T cells","ctrl101.A","A"
"cell1015","CD4 T cells","ctrl101.A","A"
"cell1016","CD4 T cells","ctrl107.A","A"
"cell1017","CD4 T cells","ctrl101.A","A"
"cell1018","CD14+ Monocytes","ctrl101.A","A"
"cell1019","CD14+ Monocytes","ctrl101.A","A"
"cell1020","CD4 T cells","ctrl107.A","A"
"cell1021","CD4 T cells","ctrl101.A","A"
"cell1022","CD4 T cells","ctrl107.A","A"
"cell1023","CD14+ Monocytes","ctrl101.A","A"
"cell1024","CD14+ Monocytes","ctrl101.B","B"
"cell1025","CD14+ Monocytes","ctrl101.A","A"
"cell1026","CD4 T cells","ctrl101.A","A"
"cell1027","CD4 T cells","ctrl101.A","A"
"cell1028","CD14+ Monocytes","ctrl101.B","B"
"cell1029","CD14+ Monocytes","ctrl107.A","A"
"cell1030","CD4 T cells","ctrl101.A","A"
"cell1031","CD4 T cells","ctrl101.A","A"
"cell1032","CD14+ Monocytes","ctrl101.A","A"
"cell1033","CD14+ Monocytes","ctrl101.B","B"
"cell1034","CD14+ Monocytes","ctrl101.A","A"
"cell1035","CD4 T cells","ctrl101.A","A"
"cell1036","CD14+ Monocytes","ctrl101.B","B"
"cell1037","CD4 T cells","ctrl101.B","B"
"cell1038","CD4 T cells","ctrl107.A","A"
"cell1039","CD14+ Monocytes","ctrl101.A","A"
"cell1040","CD4 T cells","ctrl101.A","A"
"cell1041","CD14+ Monocytes","ctrl101.A","A"
"cell1042","CD14+ Monocytes","ctrl101.A","A"
"cell1043","CD14+ Monocytes","ctrl101.A","A"
"cell1044","CD4 T cells","ctrl101.A","A"
"cell1045","CD4 T cells","ctrl101.A","A"
"cell1046","CD14+ Monocytes","ctrl101.B","B"
"cell1047","CD4 T cells","ctrl101.A","A"
"cell1048","CD4 T cells","ctrl101.A","A"
"cell1049","CD14+ Monocytes","ctrl101.A","A"
"cell1050","CD14+ Monocytes","ctrl101.A","A"
"cell1051","CD14+ Monocytes","ctrl101.B","B"
"cell1052","CD4 T cells","ctrl101.B","B"
"cell1053","CD4 T cells","ctrl107.A","A"
"cell1054","CD14+ Monocytes","ctrl101.A","A"
"cell1055","CD4 T cells","ctrl101.A","A"
"cell1056","CD14+ Monocytes","ctrl101.A","A"
"cell1057","CD14+ Monocytes","ctrl101.A","A"
"cell1058","CD14+ Monocytes","ctrl101.A","A"
"cell1059","CD14+ Monocytes","ctrl101.A","A"
"cell1060","CD14+ Monocytes","ctrl101.A","A"
"cell1061","CD4 T cells","ctrl101.A","A"
"cell1062","CD14+ Monocytes","ctrl101.A","A"
"cell1063","CD14+ Monocytes","ctrl101.B","B"
"cell1064","CD4 T cells","ctrl101.B","B"
"cell1065","CD4 T cells","ctrl107.A","A"
"cell1066","CD14+ Monocytes","ctrl101.A","A"
"cell1067","CD4 T cells","ctrl101.A","A"
"cell1068","CD4 T cells","ctrl101.A","A"
"cell1069","CD4 T cells","ctrl101.A","A"
"cell1070","CD14+ Monocytes","ctrl101.A","A"
