"","cluster_id","sample_id","group_id"
"cell546","CD14+ Monocytes","ctrl101.A","A"
"cell547","CD14+ Monocytes","ctrl107.B","B"
"cell548","CD14+ Monocytes","ctrl101.A","A"
"cell549","CD4 T cells","ctrl101.A","A"
"cell550","CD14+ Monocytes","ctrl101.A","A"
"cell551","CD14+ Monocytes","ctrl101.B","B"
"cell552","CD14+ Monocytes","ctrl101.A","A"
"cell553","CD14+ Monocytes","ctrl101.A","A"
"cell554","CD4 T cells","ctrl101.A","A"
"cell555","CD14+ Monocytes","ctrl101.A","A"
"cell556","CD4 T cells","ctrl101.A","A"
"cell557","CD4 T cells","ctrl101.A","A"
"cell558","CD14+ Monocytes","ctrl107.A","A"
"cell559","CD4 T cells","ctrl101.A","A"
"cell560","CD4 T cells","ctrl101.A","A"
"cell561","CD4 T cells","ctrl101.A","A"
"cell562","CD4 T cells","ctrl101.A","A"
"cell563","CD14+ Monocytes","ctrl101.A","A"
"cell564","CD14+ Monocytes","ctrl101.A","A"
"cell565","CD4 T cells","ctrl101.A","A"
"cell566","CD4 T cells","ctrl101.A","A"
"cell567","CD14+ Monocytes","ctrl101.A","A"
"cell568","CD14+ Monocytes","ctrl101.A","A"
"cell569","CD14+ Monocytes","ctrl101.A","A"
"cell570","CD4 T cells","ctrl101.A","A"
"cell571","CD4 T cells","ctrl101.A","A"
"cell572","CD4 T cells","ctrl101.A","A"
"cell573","CD4 T cells","ctrl101.A","A"
"cell574","CD14+ Monocytes","ctrl101.A","A"
"cell575","CD14+ Monocytes","ctrl101.A","A"
"cell576","CD4 T cells","ctrl101.A","A"
"cell577","CD4 T cells","ctrl101.A","A"
"cell578","CD4 T cells","ctrl101.A","A"
"cell579","CD14+ Monocytes","ctrl101.A","A"
"cell580","CD4 T cells","ctrl101.A","A"
"cell581","CD4 T cells","ctrl101.B","B"
"cell582","CD4 T cells","ctrl101.A","A"
"cell583","CD14+ Monocytes","ctrl101.B","B"
"cell584","CD4 T cells","ctrl101.A","A"
"cell585","CD4 T cells","ctrl101.A","A"
"cell586","CD14+ Monocytes","ctrl101.A","A"
"cell587","CD14+ Monocytes","ctrl107.B","B"
"cell588","CD4 T cells","ctrl101.A","A"
"cell589","CD4 T cells","ctrl107.B","B"
"cell590","CD4 T cells","ctrl101.A","A"
"cell591","CD4 T cells","ctrl101.A","A"
"cell592","CD14+ Monocytes","ctrl101.A","A"
"cell593","CD14+ Monocytes","ctrl101.A","A"
"cell594","CD14+ Monocytes","ctrl107.A","A"
"cell595","CD4 T cells","ctrl101.A","A"
"cell596","CD4 T cells","ctrl101.B","B"
"cell597","CD4 T cells","ctrl101.A","A"
"cell598","CD14+ Monocytes","ctrl101.A","A"
"cell599","CD4 T cells","ctrl101.A","A"
"cell600","CD14+ Monocytes","ctrl107.A","A"
"cell601","CD4 T cells","ctrl101.A","A"
"cell602","CD14+ Monocytes","ctrl101.A","A"
"cell603","CD14+ Monocytes","ctrl101.A","A"
"cell604","CD14+ Monocytes","ctrl101.A","A"
"cell605","CD4 T cells","ctrl101.A","A"
"cell606","CD14+ Monocytes","ctrl101.A","A"
"cell607","CD4 T cells","ctrl101.A","A"
"cell608","CD4 T cells","ctrl101.A","A"
"cell609","CD14+ Monocytes","ctrl101.A","A"
"cell610","CD14+ Monocytes","ctrl107.A","A"
"cell611","CD14+ Monocytes","ctrl101.A","A"
"cell612","CD14+ Monocytes","ctrl101.A","A"
"cell613","CD14+ Monocytes","ctrl101.A","A"
"cell614","CD14+ Monocytes","ctrl101.A","A"
"cell615","CD14+ Monocytes","ctrl101.A","A"
"cell616","CD4 T cells","ctrl101.A","A"
"cell617","CD14+ Monocytes","ctrl101.A","A"
"cell618","CD4 T cells","ctrl101.A","A"
"cell619","CD14+ Monocytes","ctrl101.A","A"
"cell620","CD4 T cells","ctrl101.A","A"
"cell621","CD14+ Monocytes","ctrl101.A","A"
"cell622","CD4 T cells","ctrl101.A","A"
"cell623","CD14+ Monocytes","ctrl101.A","A"
"cell624","CD14+ Monocytes","ctrl101.A","A"
"cell625","CD4 T cells","ctrl101.A","A"
"cell626","CD14+ Monocytes","ctrl101.A","A"
"cell627","CD4 T cells","ctrl101.A","A"
"cell628","CD4 T cells","ctrl107.A","A"
"cell629","CD14+ Monocytes","ctrl101.A","A"
"cell630","CD4 T cells","ctrl101.A","A"
"cell631","CD14+ Monocytes","ctrl101.A","A"
"cell632","CD4 T cells","ctrl101.A","A"
"cell633","CD4 T cells","ctrl107.A","A"
"cell634","CD14+ Monocytes","ctrl101.A","A"
"cell635","CD14+ Monocytes","ctrl101.A","A"
"cell636","CD14+ Monocytes","ctrl101.B","B"
"cell637","CD4 T cells","ctrl101.A","A"
"cell638","CD4 T cells","ctrl101.A","A"
"cell639","CD4 T cells","ctrl101.A","A"
"cell640","CD14+ Monocytes","ctrl107.A","A"
"cell641","CD4 T cells","ctrl101.A","A"
"cell642","CD4 T cells","ctrl101.B","B"
"cell643","CD4 T cells","ctrl101.A","A"
"cell644","CD14+ Monocytes","ctrl101.A","A"
"cell645","CD14+ Monocytes","ctrl101.A","A"
"cell646","CD4 T cells","ctrl101.A","A"
"cell647","CD14+ Monocytes","ctrl101.A","A"
"cell648","CD14+ Monocytes","ctrl107.A","A"
"cell649","CD4 T cells","ctrl101.A","A"
"cell650","CD14+ Monocytes","ctrl107.A","A"
"cell651","CD4 T cells","ctrl107.A","A"
"cell652","CD14+ Monocytes","ctrl101.A","A"
"cell653","CD14+ Monocytes","ctrl101.A","A"
"cell654","CD4 T cells","ctrl101.A","A"
"cell655","CD14+ Monocytes","ctrl101.A","A"
"cell656","CD4 T cells","ctrl101.A","A"
"cell657","CD14+ Monocytes","ctrl101.B","B"
"cell658","CD4 T cells","ctrl101.A","A"
"cell659","CD14+ Monocytes","ctrl101.A","A"
"cell660","CD14+ Monocytes","ctrl101.A","A"
"cell661","CD4 T cells","ctrl107.A","A"
"cell662","CD14+ Monocytes","ctrl101.A","A"
"cell663","CD4 T cells","ctrl101.A","A"
"cell664","CD14+ Monocytes","ctrl101.A","A"
"cell665","CD4 T cells","ctrl107.A","A"
"cell666","CD14+ Monocytes","ctrl101.B","B"
"cell667","CD14+ Monocytes","ctrl101.A","A"
"cell668","CD4 T cells","ctrl101.A","A"
"cell669","CD14+ Monocytes","ctrl101.A","A"
"cell670","CD4 T cells","ctrl101.A","A"
"cell671","CD14+ Monocytes","ctrl101.A","A"
"cell672","CD4 T cells","ctrl107.A","A"
"cell673","CD4 T cells","ctrl101.A","A"
"cell674","CD14+ Monocytes","ctrl101.A","A"
"cell675","CD4 T cells","ctrl101.B","B"
"cell676","CD14+ Monocytes","ctrl101.B","B"
"cell677","CD4 T cells","ctrl101.A","A"
"cell678","CD4 T cells","ctrl101.A","A"
"cell679","CD4 T cells","ctrl101.A","A"
"cell680","CD4 T cells","ctrl101.A","A"
"cell681","CD4 T cells","ctrl107.B","B"
"cell682","CD14+ Monocytes","ctrl101.A","A"
"cell683","CD14+ Monocytes","ctrl107.A","A"
"cell684","CD4 T cells","ctrl101.A","A"
"cell685","CD14+ Monocytes","ctrl101.A","A"
"cell686","CD4 T cells","ctrl101.B","B"
"cell687","CD14+ Monocytes","ctrl101.A","A"
"cell688","CD4 T cells","ctrl101.A","A"
"cell689","CD14+ Monocytes","ctrl101.A","A"
"cell690","CD4 T cells","ctrl101.A","A"
"cell691","CD14+ Monocytes","ctrl101.A","A"
"cell692","CD4 T cells","ctrl101.A","A"
"cell693","CD4 T cells","ctrl107.A","A"
"cell694","CD4 T cells","ctrl101.B","B"
"cell695","CD4 T cells","ctrl101.A","A"
"cell696","CD14+ Monocytes","ctrl107.A","A"
"cell697","CD4 T cells","ctrl101.A","A"
"cell698","CD4 T cells","ctrl101.A","A"
"cell699","CD4 T cells","ctrl101.B","B"
"cell700","CD4 T cells","ctrl101.A","A"
"cell701","CD14+ Monocytes","ctrl101.A","A"
"cell702","CD14+ Monocytes","ctrl101.A","A"
"cell703","CD14+ Monocytes","ctrl101.A","A"
"cell704","CD4 T cells","ctrl101.A","A"
"cell705","CD4 T cells","ctrl101.A","A"
"cell706","CD14+ Monocytes","ctrl107.B","B"
"cell707","CD4 T cells","ctrl101.A","A"
"cell708","CD14+ Monocytes","ctrl101.A","A"
"cell709","CD4 T cells","ctrl101.A","A"
"cell710","CD14+ Monocytes","ctrl101.A","A"
"cell711","CD14+ Monocytes","ctrl101.A","A"
"cell712","CD14+ Monocytes","ctrl101.A","A"
"cell713","CD14+ Monocytes","ctrl101.A","A"
"cell714","CD14+ Monocytes","ctrl101.A","A"
"cell715","CD14+ Monocytes","ctrl101.B","B"
"cell716","CD4 T cells","ctrl101.A","A"
"cell717","CD14+ Monocytes","ctrl101.A","A"
"cell718","CD14+ Monocytes","ctrl101.A","A"
"cell719","CD4 T cells","ctrl101.A","A"
"cell720","CD4 T cells","ctrl101.B","B"
"cell721","CD4 T cells","ctrl107.A","A"
"cell722","CD14+ Monocytes","ctrl101.A","A"
"cell723","CD4 T cells","ctrl101.B","B"
"cell724","CD14+ Monocytes","ctrl101.A","A"
"cell725","CD14+ Monocytes","ctrl101.A","A"
"cell726","CD14+ Monocytes","ctrl101.A","A"
"cell727","CD14+ Monocytes","ctrl101.B","B"
"cell728","CD4 T cells","ctrl101.A","A"
"cell729","CD4 T cells","ctrl101.A","A"
"cell730","CD14+ Monocytes","ctrl107.A","A"
"cell731","CD14+ Monocytes","ctrl107.A","A"
"cell732","CD14+ Monocytes","ctrl101.A","A"
"cell733","CD4 T cells","ctrl101.A","A"
"cell734","CD14+ Monocytes","ctrl101.A","A"
"cell735","CD14+ Monocytes","ctrl107.A","A"
"cell736","CD14+ Monocytes","ctrl101.A","A"
"cell737","CD14+ Monocytes","ctrl101.A","A"
"cell738","CD14+ Monocytes","ctrl101.A","A"
"cell739","CD14+ Monocytes","ctrl107.A","A"
"cell740","CD14+ Monocytes","ctrl107.A","A"
"cell741","CD14+ Monocytes","ctrl101.A","A"
"cell742","CD14+ Monocytes","ctrl101.B","B"
"cell743","CD14+ Monocytes","ctrl101.A","A"
"cell744","CD14+ Monocytes","ctrl101.A","A"
"cell745","CD14+ Monocytes","ctrl101.A","A"
"cell746","CD4 T cells","ctrl101.A","A"
"cell747","CD14+ Monocytes","ctrl101.A","A"
"cell748","CD4 T cells","ctrl101.A","A"
"cell749","CD4 T cells","ctrl101.A","A"
"cell750","CD14+ Monocytes","ctrl101.A","A"
"cell751","CD14+ Monocytes","ctrl101.A","A"
"cell752","CD4 T cells","ctrl101.A","A"
"cell753","CD14+ Monocytes","ctrl101.A","A"
"cell754","CD4 T cells","ctrl101.A","A"
"cell755","CD4 T cells","ctrl101.A","A"
"cell756","CD4 T cells","ctrl101.A","A"
"cell757","CD4 T cells","ctrl101.B","B"
"cell758","CD4 T cells","ctrl101.A","A"
"cell759","CD4 T cells","ctrl101.A","A"
"cell760","CD14+ Monocytes","ctrl101.B","B"
"cell761","CD4 T cells","ctrl101.A","A"
"cell762","CD14+ Monocytes","ctrl101.A","A"
"cell763","CD14+ Monocytes","ctrl107.B","B"
"cell764","CD4 T cells","ctrl101.A","A"
"cell765","CD4 T cells","ctrl101.B","B"
"cell766","CD14+ Monocytes","ctrl101.A","A"
"cell767","CD14+ Monocytes","ctrl101.A","A"
"cell768","CD4 T cells","ctrl101.A","A"
"cell769","CD4 T cells","ctrl101.A","A"
"cell770","CD4 T cells","ctrl101.A","A"
"cell771","CD14+ Monocytes","ctrl101.A","A"
"cell772","CD14+ Monocytes","ctrl101.A","A"
"cell773","CD4 T cells","ctrl101.A","A"
"cell774","CD4 T cells","ctrl101.A","A"
"cell775","CD4 T cells","ctrl101.B","B"
"cell776","CD14+ Monocytes","ctrl101.A","A"
"cell777","CD4 T cells","ctrl101.A","A"
"cell778","CD4 T cells","ctrl101.A","A"
"cell779","CD14+ Monocytes","ctrl101.A","A"
"cell780","CD14+ Monocytes","ctrl101.A","A"
"cell781","CD14+ Monocytes","ctrl101.A","A"
"cell782","CD4 T cells","ctrl101.A","A"
"cell783","CD14+ Monocytes","ctrl101.A","A"
"cell784","CD14+ Monocytes","ctrl101.A","A"
"cell785","CD14+ Monocytes","ctrl101.A","A"
"cell786","CD4 T cells","ctrl101.A","A"
"cell787","CD4 T cells","ctrl107.A","A"
"cell788","CD14+ Monocytes","ctrl101.A","A"
"cell789","CD4 T cells","ctrl101.B","B"
"cell790","CD4 T cells","ctrl101.A","A"
"cell791","CD4 T cells","ctrl101.B","B"
"cell792","CD14+ Monocytes","ctrl101.A","A"
"cell793","CD14+ Monocytes","ctrl101.A","A"
"cell794","CD14+ Monocytes","ctrl101.A","A"
"cell795","CD14+ Monocytes","ctrl101.B","B"
"cell796","CD14+ Monocytes","ctrl101.A","A"
"cell797","CD4 T cells","ctrl101.A","A"
"cell798","CD14+ Monocytes","ctrl107.A","A"
"cell799","CD4 T cells","ctrl101.B","B"
"cell800","CD14+ Monocytes","ctrl101.A","A"
"cell801","CD4 T cells","ctrl101.A","A"
"cell802","CD14+ Monocytes","ctrl101.A","A"
"cell803","CD4 T cells","ctrl101.A","A"
"cell804","CD14+ Monocytes","ctrl101.A","A"
"cell805","CD4 T cells","ctrl101.A","A"
"cell806","CD4 T cells","ctrl107.A","A"
"cell807","CD14+ Monocytes","ctrl101.A","A"
"cell808","CD14+ Monocytes","ctrl101.A","A"
"cell809","CD4 T cells","ctrl101.B","B"
"cell810","CD4 T cells","ctrl101.A","A"
"cell811","CD14+ Monocytes","ctrl101.A","A"
"cell812","CD4 T cells","ctrl101.A","A"
"cell813","CD14+ Monocytes","ctrl101.B","B"
"cell814","CD4 T cells","ctrl101.A","A"
"cell815","CD4 T cells","ctrl107.A","A"
"cell816","CD4 T cells","ctrl101.A","A"
"cell817","CD14+ Monocytes","ctrl101.A","A"
"cell818","CD4 T cells","ctrl101.A","A"
"cell819","CD14+ Monocytes","ctrl101.A","A"
"cell820","CD14+ Monocytes","ctrl101.A","A"
"cell821","CD14+ Monocytes","ctrl101.A","A"
"cell822","CD4 T cells","ctrl101.A","A"
"cell823","CD4 T cells","ctrl101.A","A"
"cell824","CD14+ Monocytes","ctrl101.A","A"
"cell825","CD14+ Monocytes","ctrl101.B","B"
"cell826","CD14+ Monocytes","ctrl101.A","A"
"cell827","CD14+ Monocytes","ctrl101.A","A"
"cell828","CD14+ Monocytes","ctrl101.A","A"
"cell829","CD14+ Monocytes","ctrl107.A","A"
"cell830","CD4 T cells","ctrl101.A","A"
"cell831","CD4 T cells","ctrl101.A","A"
"cell832","CD4 T cells","ctrl101.A","A"
"cell833","CD4 T cells","ctrl107.B","B"
"cell834","CD4 T cells","ctrl101.A","A"
"cell835","CD4 T cells","ctrl101.A","A"
"cell836","CD4 T cells","ctrl101.A","A"
"cell837","CD14+ Monocytes","ctrl101.B","B"
"cell838","CD14+ Monocytes","ctrl101.A","A"
"cell839","CD4 T cells","ctrl101.A","A"
"cell840","CD14+ Monocytes","ctrl101.A","A"
"cell841","CD14+ Monocytes","ctrl101.A","A"
"cell842","CD4 T cells","ctrl101.A","A"
"cell843","CD4 T cells","ctrl101.B","B"
"cell844","CD14+ Monocytes","ctrl101.A","A"
"cell845","CD4 T cells","ctrl101.A","A"
"cell846","CD14+ Monocytes","ctrl101.A","A"
"cell847","CD14+ Monocytes","ctrl101.A","A"
"cell848","CD4 T cells","ctrl101.A","A"
"cell849","CD4 T cells","ctrl101.A","A"
"cell850","CD4 T cells","ctrl101.B","B"
"cell851","CD14+ Monocytes","ctrl101.A","A"
"cell852","CD4 T cells","ctrl101.A","A"
"cell853","CD14+ Monocytes","ctrl107.A","A"
"cell854","CD4 T cells","ctrl101.A","A"
"cell855","CD14+ Monocytes","ctrl101.A","A"
"cell856","CD14+ Monocytes","ctrl101.A","A"
"cell857","CD14+ Monocytes","ctrl107.B","B"
"cell858","CD4 T cells","ctrl101.A","A"
"cell859","CD4 T cells","ctrl101.A","A"
"cell860","CD4 T cells","ctrl101.A","A"
"cell861","CD4 T cells","ctrl101.A","A"
"cell862","CD4 T cells","ctrl107.A","A"
"cell863","CD14+ Monocytes","ctrl101.A","A"
"cell864","CD4 T cells","ctrl101.A","A"
"cell865","CD14+ Monocytes","ctrl101.A","A"
"cell866","CD4 T cells","ctrl101.A","A"
"cell867","CD14+ Monocytes","ctrl101.A","A"
"cell868","CD4 T cells","ctrl101.A","A"
"cell869","CD14+ Monocytes","ctrl101.B","B"
"cell870","CD4 T cells","ctrl101.A","A"
"cell871","CD14+ Monocytes","ctrl101.A","A"
"cell872","CD14+ Monocytes","ctrl101.A","A"
"cell873","CD14+ Monocytes","ctrl107.A","A"
"cell874","CD14+ Monocytes","ctrl101.A","A"
"cell875","CD4 T cells","ctrl101.A","A"
"cell876","CD4 T cells","ctrl101.A","A"
"cell877","CD4 T cells","ctrl101.A","A"
"cell878","CD4 T cells","ctrl101.A","A"
"cell879","CD14+ Monocytes","ctrl101.A","A"
"cell880","CD4 T cells","ctrl101.A","A"
"cell881","CD14+ Monocytes","ctrl101.A","A"
"cell882","CD4 T cells","ctrl101.A","A"
"cell883","CD14+ Monocytes","ctrl101.A","A"
"cell884","CD14+ Monocytes","ctrl101.A","A"
"cell885","CD4 T cells","ctrl101.A","A"
"cell886","CD4 T cells","ctrl101.A","A"
"cell887","CD14+ Monocytes","ctrl101.A","A"
"cell888","CD4 T cells","ctrl101.A","A"
"cell889","CD4 T cells","ctrl107.A","A"
"cell890","CD4 T cells","ctrl101.B","B"
"cell891","CD4 T cells","ctrl101.A","A"
"cell892","CD14+ Monocytes","ctrl101.A","A"
"cell893","CD4 T cells","ctrl101.A","A"
"cell894","CD4 T cells","ctrl101.B","B"
"cell895","CD4 T cells","ctrl101.A","A"
"cell896","CD4 T cells","ctrl101.A","A"
"cell897","CD14+ Monocytes","ctrl101.A","A"
"cell898","CD4 T cells","ctrl107.A","A"
"cell899","CD14+ Monocytes","ctrl101.A","A"
"cell900","CD14+ Monocytes","ctrl101.A","A"
"cell901","CD14+ Monocytes","ctrl101.A","A"
"cell902","CD4 T cells","ctrl101.A","A"
"cell903","CD4 T cells","ctrl101.A","A"
"cell904","CD4 T cells","ctrl101.A","A"
"cell905","CD14+ Monocytes","ctrl107.A","A"
"cell906","CD4 T cells","ctrl101.A","A"
"cell907","CD4 T cells","ctrl107.A","A"
"cell908","CD14+ Monocytes","ctrl101.A","A"
"cell909","CD4 T cells","ctrl101.B","B"
"cell910","CD14+ Monocytes","ctrl101.A","A"
"cell911","CD4 T cells","ctrl101.B","B"
"cell912","CD4 T cells","ctrl101.A","A"
"cell913","CD14+ Monocytes","ctrl101.A","A"
"cell914","CD14+ Monocytes","ctrl101.A","A"
"cell915","CD4 T cells","ctrl101.A","A"
"cell916","CD14+ Monocytes","ctrl101.A","A"
"cell917","CD14+ Monocytes","ctrl107.A","A"
"cell918","CD4 T cells","ctrl101.A","A"
"cell919","CD4 T cells","ctrl101.A","A"
"cell920","CD14+ Monocytes","ctrl107.A","A"
"cell921","CD4 T cells","ctrl101.A","A"
"cell922","CD14+ Monocytes","ctrl101.B","B"
"cell923","CD4 T cells","ctrl101.A","A"
"cell924","CD4 T cells","ctrl101.A","A"
"cell925","CD14+ Monocytes","ctrl101.A","A"
"cell926","CD4 T cells","ctrl101.A","A"
"cell927","CD4 T cells","ctrl101.A","A"
"cell928","CD4 T cells","ctrl101.A","A"
"cell929","CD14+ Monocytes","ctrl101.A","A"
"cell930","CD14+ Monocytes","ctrl101.A","A"
"cell931","CD4 T cells","ctrl101.A","A"
"cell932","CD4 T cells","ctrl101.A","A"
"cell933","CD14+ Monocytes","ctrl101.A","A"
"cell934","CD4 T cells","ctrl101.A","A"
"cell935","CD14+ Monocytes","ctrl101.B","B"
"cell936","CD14+ Monocytes","ctrl101.A","A"
"cell937","CD4 T cells","ctrl101.A","A"
"cell938","CD4 T cells","ctrl101.A","A"
"cell939","CD14+ Monocytes","ctrl101.A","A"
"cell940","CD4 T cells","ctrl101.A","A"
"cell941","CD14+ Monocytes","ctrl101.B","B"
"cell942","CD14+ Monocytes","ctrl101.A","A"
"cell943","CD4 T cells","ctrl101.A","A"
"cell944","CD14+ Monocytes","ctrl101.A","A"
"cell945","CD14+ Monocytes","ctrl101.A","A"
"cell946","CD4 T cells","ctrl101.A","A"
"cell947","CD4 T cells","ctrl101.A","A"
"cell948","CD4 T cells","ctrl101.A","A"
"cell949","CD14+ Monocytes","ctrl107.A","A"
"cell950","CD14+ Monocytes","ctrl101.A","A"
"cell951","CD14+ Monocytes","ctrl107.A","A"
"cell952","CD4 T cells","ctrl101.A","A"
"cell953","CD14+ Monocytes","ctrl101.A","A"
"cell954","CD4 T cells","ctrl101.A","A"
"cell955","CD14+ Monocytes","ctrl101.A","A"
"cell956","CD4 T cells","ctrl101.A","A"
"cell957","CD14+ Monocytes","ctrl101.A","A"
"cell958","CD14+ Monocytes","ctrl101.B","B"
"cell959","CD4 T cells","ctrl107.B","B"
"cell960","CD14+ Monocytes","ctrl101.A","A"
"cell961","CD4 T cells","ctrl101.A","A"
"cell962","CD4 T cells","ctrl101.A","A"
"cell963","CD4 T cells","ctrl101.B","B"
"cell964","CD14+ Monocytes","ctrl101.A","A"
"cell965","CD14+ Monocytes","ctrl101.A","A"
"cell966","CD4 T cells","ctrl101.A","A"
"cell967","CD14+ Monocytes","ctrl101.A","A"
"cell968","CD14+ Monocytes","ctrl101.B","B"
"cell969","CD14+ Monocytes","ctrl101.A","A"
"cell970","CD14+ Monocytes","ctrl101.A","A"
"cell971","CD14+ Monocytes","ctrl101.A","A"
"cell972","CD14+ Monocytes","ctrl101.A","A"
"cell973","CD4 T cells","ctrl101.A","A"
"cell974","CD14+ Monocytes","ctrl101.A","A"
"cell975","CD14+ Monocytes","ctrl101.A","A"
"cell976","CD4 T cells","ctrl101.A","A"
"cell977","CD14+ Monocytes","ctrl101.A","A"
"cell978","CD14+ Monocytes","ctrl101.A","A"
"cell979","CD4 T cells","ctrl101.B","B"
"cell980","CD4 T cells","ctrl101.A","A"
"cell981","CD4 T cells","ctrl101.A","A"
"cell982","CD14+ Monocytes","ctrl101.A","A"
"cell983","CD14+ Monocytes","ctrl101.A","A"
"cell984","CD4 T cells","ctrl101.A","A"
"cell985","CD14+ Monocytes","ctrl101.A","A"
"cell986","CD14+ Monocytes","ctrl107.A","A"
"cell987","CD4 T cells","ctrl101.A","A"
"cell988","CD4 T cells","ctrl101.A","A"
"cell989","CD14+ Monocytes","ctrl101.B","B"
"cell990","CD4 T cells","ctrl107.A","A"
"cell991","CD14+ Monocytes","ctrl101.A","A"
"cell992","CD14+ Monocytes","ctrl101.A","A"
"cell993","CD4 T cells","ctrl101.A","A"
"cell994","CD4 T cells","ctrl101.A","A"
"cell995","CD14+ Monocytes","ctrl101.A","A"
"cell996","CD4 T cells","ctrl101.A","A"
"cell997","CD14+ Monocytes","ctrl101.A","A"
"cell998","CD4 T cells","ctrl101.A","A"
"cell999","CD4 T cells","ctrl101.A","A"
"cell1000","CD14+ Monocytes","ctrl101.A","A"
"cell1001","CD4 T cells","ctrl101.A","A"
"cell1002","CD14+ Monocytes","ctrl101.A","A"
"cell1003","CD4 T cells","ctrl101.A","A"
"cell1004","CD14+ Monocytes","ctrl101.A","A"
"cell1005","CD4 T cells","ctrl101.A","A"
"cell1006","CD14+ Monocytes","ctrl101.A","A"
"cell1007","CD4 T cells","ctrl107.A","A"
"cell1008","CD14+ Monocytes","ctrl101.A","A"
"cell1009","CD4 T cells","ctrl107.A","A"
"cell1010","CD14+ Monocytes","ctrl101.A","A"
"cell1011","CD14+ Monocytes","ctrl101.A","A"
"cell1012","CD14+ Monocytes","ctrl101.B","B"
"cell1013","CD4 T cells","ctrl101.A","A"
"cell1014","CD14+ Monocytes","ctrl107.A","A"
"cell1015","CD14+ Monocytes","ctrl107.A","A"
"cell1016","CD14+ Monocytes","ctrl101.A","A"
"cell1017","CD14+ Monocytes","ctrl101.A","A"
"cell1018","CD4 T cells","ctrl101.A","A"
"cell1019","CD14+ Monocytes","ctrl101.A","A"
"cell1020","CD14+ Monocytes","ctrl101.A","A"
"cell1021","CD4 T cells","ctrl101.A","A"
"cell1022","CD14+ Monocytes","ctrl101.A","A"
"cell1023","CD14+ Monocytes","ctrl101.A","A"
"cell1024","CD4 T cells","ctrl101.A","A"
"cell1025","CD14+ Monocytes","ctrl101.A","A"
"cell1026","CD4 T cells","ctrl101.A","A"
"cell1027","CD14+ Monocytes","ctrl101.A","A"
"cell1028","CD14+ Monocytes","ctrl101.A","A"
"cell1029","CD14+ Monocytes","ctrl101.A","A"
"cell1030","CD14+ Monocytes","ctrl101.A","A"
"cell1031","CD4 T cells","ctrl101.A","A"
"cell1032","CD4 T cells","ctrl107.A","A"
"cell1033","CD14+ Monocytes","ctrl101.A","A"
"cell1034","CD4 T cells","ctrl101.A","A"
"cell1035","CD14+ Monocytes","ctrl101.A","A"
"cell1036","CD4 T cells","ctrl101.A","A"
"cell1037","CD14+ Monocytes","ctrl101.A","A"
"cell1038","CD4 T cells","ctrl101.A","A"
"cell1039","CD4 T cells","ctrl101.A","A"
"cell1040","CD4 T cells","ctrl101.A","A"
"cell1041","CD4 T cells","ctrl101.A","A"
"cell1042","CD4 T cells","ctrl101.A","A"
"cell1043","CD4 T cells","ctrl101.A","A"
"cell1044","CD4 T cells","ctrl101.A","A"
"cell1045","CD14+ Monocytes","ctrl101.A","A"
"cell1046","CD4 T cells","ctrl101.B","B"
"cell1047","CD14+ Monocytes","ctrl101.A","A"
"cell1048","CD14+ Monocytes","ctrl101.A","A"
"cell1049","CD4 T cells","ctrl107.A","A"
"cell1050","CD4 T cells","ctrl101.B","B"
"cell1051","CD14+ Monocytes","ctrl101.A","A"
"cell1052","CD14+ Monocytes","ctrl107.A","A"
"cell1053","CD14+ Monocytes","ctrl101.B","B"
"cell1054","CD4 T cells","ctrl101.A","A"
"cell1055","CD4 T cells","ctrl101.A","A"
"cell1056","CD4 T cells","ctrl101.A","A"
"cell1057","CD14+ Monocytes","ctrl101.A","A"
"cell1058","CD4 T cells","ctrl101.A","A"
"cell1059","CD14+ Monocytes","ctrl101.A","A"
"cell1060","CD14+ Monocytes","ctrl101.A","A"
"cell1061","CD4 T cells","ctrl101.A","A"
"cell1062","CD14+ Monocytes","ctrl101.A","A"
"cell1063","CD14+ Monocytes","ctrl101.A","A"
"cell1064","CD4 T cells","ctrl101.A","A"
"cell1065","CD14+ Monocytes","ctrl107.A","A"
"cell1066","CD4 T cells","ctrl101.B","B"
"cell1067","CD4 T cells","ctrl101.A","A"
"cell1068","CD4 T cells","ctrl101.A","A"
"cell1069","CD14+ Monocytes","ctrl101.A","A"
"cell1070","CD14+ Monocytes","ctrl101.A","A"
